"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Boyac%C3%A1,_Boyac%C3%A1', 'https://en.wikipedia.org/wiki/Boyac%C3%A1,_Boyac%C3%A1', 'https://www.boyaca-boyaca.gov.co/municipio/informacion-general']}","What year was the municipality of Boyacá, Boyacá, Colombia, founded?",1537
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Kunming_Metro', 'https://en.wikipedia.org/wiki/Kunming_Metro', 'https://www.gokunming.com/en/blog/item/4511/kunming-metro-line-4-and-line-6-phase-2-officially-in-operation', 'https://en.wikipedia.org/wiki/Line_6_(Kunming_Metro)']}","What month, day, and year did Phase 2 of Kunming Metro's Line 6 open?",23 September 2020
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Dolmar-Salzbr%C3%BCcke', 'https://en.wikipedia.org/wiki/Dolmar-Salzbr%C3%BCcke', 'https://www.vg-dolmar-salzbruecke.de/verzeichnis/visitenkarte.php?mandat=70081', 'https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Dolmar-Salzbr%C3%BCcke']}","On which day, month, and year was Dolmar-Salzbrücke formed as a Verwaltungsgemeinschaft?",1 January 2012 
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Mitrovica,_Kosovo', 'https://en.wikipedia.org/wiki/Mitrovica,_Kosovo#:~:text=two%20municipalities%20had-,97%2C686,-inhabitants%20of%20which', 'https://kids.kiddle.co/Mitrovica,_Kosovo#:~:text=According%20to%20the%202011%20Census%2C%20in%20Mitrovica%20live%2097%2C686%20inhabitants']}",What were the population counts for the two municipalities of Mitrovica according to the 2011 census?,"97,686"
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Krimchi_temples', 'https://en.wikipedia.org/wiki/Krimchi_temples#:~:text=Krimchi%20temples%20is%20a%20complex,Krimachi%2C%2012%20km%20from%20Udhampur.', 'https://udhampur.nic.in/tourist-place/krimachi/', 'https://www.sid-thewanderer.com/2016/07/lost-temples-of-krimchi-in-kashmir.html']}",What is the distance (in km) between the city of Udhampur and the Krimchi Temples in Jammu?,12
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/Geography_of_India', 'https://en.wikipedia.org/wiki/Geography_of_India', 'http://indiansaga.com/others/index1.html', 'https://dlab.epfl.ch/wikispeedia/wpcd/wp/g/Geography_of_India.htm']}","Which peninsular plateau of India extends 900 km, with many peaks rising above 1,000 m?",Satpura Range
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/Carolina_del_Pr%C3%ADncipe', 'https://www.carolinadelprincipe-antioquia.gov.co/municipio/nuestro-municipio', 'https://es.wikipedia.org/wiki/Carolina_del_Pr%C3%ADncipe', 'https://www.antioquiadatos.gov.co/wp-content/uploads/2022/07/Fichas-municipales-estadisticas/SR05%20-%20NORTE/05150%20-%20Carolina%20del%20Pr%C3%ADncipe.pdf']}","What year was the municipality of Carolina del Príncipe, Antioquia, Colombia, founded?",1787
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Ancy-Dornot', 'https://en.wikipedia.org/wiki/Ancy-Dornot', 'https://www.france-voyage.com/cities-towns/ancy-dornot-20726.htm', 'https://en.wikipedia.org/wiki/Dornot']}","What month, day, and year was Ancy-Dornot established?",1 January 2016
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://www.sahistory.org.za/place/babanango-kwa-zulu-natal', 'https://en.wikipedia.org/wiki/Babanango#:~:text=Babanango%20is%20a%20small%20town%20located%20about%2058%20kilometers%20north%2Dwest%20of%20Melmoth%5B2%5D%20in%20the%20KwaZulu%2DNatal%20Province%20of%20South%20Africa.%20Founded%20in%201904', 'https://www.sahistory.org.za/place/babanango-kwa-zulu-natal#:~:text=The%20Town%20was%20founded%20in%201904%20and%20takes%20its%20name%20from%20the%20geographic%20features%20nearby%2C%20notably%20the%20Stream%20and%20the%20Mountain.', 'https://theatre4youth.co.za/city/babanango/#:~:text=Founded%20in%201904%2C%20the%20town%20is%20takes%20its%20name%20from%20the%20nearby%20stream%20and%20mountain.']}","In which year was the town of Babanango, in the KwaZulu-Natal province of South Africa, founded?",1904
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Wheatland,_Iowa', 'https://data.census.gov/profile/Wheatland_city,_Iowa?g=160XX00US1984945', 'https://data.census.gov/all?q=Wheatland%20city,%20Iowa', 'https://data.census.gov/table/DECENNIALPL2020.P1?q=Wheatland%20city,%20Iowa']}","As of the 2020 Census, what was the population of Wheatland, Iowa?",775
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/Budshah_Bridge', 'https://en.wikipedia.org/wiki/List_of_bridges_in_Srinagar', 'https://banjaranfoodie.com/2022/06/30/zero-bridge-srinagar/', 'https://en.wikipedia.org/wiki/Budshah_Bridge#cite_note-GK-2']}","Which bridge in Srinagar, Kashmir, is also known as Alamgir Bridge?",Budshah Bridge
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://data.worldbank.org/indicator/ER.H2O.INTR.PC', 'https://www.statista.com/statistics/269361/worldwide-renewable-water-resources/#:~:text=Iceland%20has%20the%20largest%20renewable,to%20less%20than%20400%2C000%20inhabitants.']}","According to the 2021 World Bank data, which country has the largest renewable freshwater resources per capita?",Iceland
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/224_Oceana', 'https://en.wikipedia.org/wiki/224_Oceana#:~:text=Oceana%20(minor%20planet%20designation%3A%20224,named%20after%20the%20Pacific%20Ocean.', 'https://graphsearch.epfl.ch/en/concept/1524880', 'https://markandrewholmes.com/oceana.html']}",Which specific ocean was the asteroid 224 Oceana named after?,Pacific Ocean
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Pentagon_Mountain', 'https://en.wikipedia.org/wiki/Pentagon_Mountain', 'https://www.wikiwand.com/en/Pentagon_Mountain', 'https://www.peakbagger.com/peak.aspx?pid=50258']}",What is the topographic isolation of Pentagon Mountain in Montana in kilometers?,17.48 km
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://www.britannica.com/place/Mount-Everest/The-height-of-Everest\nhttps://nepalpeakadventure.com/how-tall-is-mount-everest/#:~:text=In%201975%2C%20a%20Chinese%20research,early%20surveys%20came%20into%20question.', 'https://kathmandupost.com/national/2020/12/08/it-s-official-mount-everest-is-8-848-86-metres-tall', 'https://www.britannica.com/place/Mount-Everest', 'https://nepalpeakadventure.com/how-tall-is-mount-everest/#:~:text=In%201975%2C%20a%20Chinese%20research,early%20surveys%20came%20into%20question.']}","In what year was the Chinese survey conducted that obtained the figure of 29,029.24 feet (8,848.11 meters) for Mount Everest's height?",1975
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Weston,_Ohio', 'https://en.wikipedia.org/wiki/Weston,_Ohio', 'https://kids.kiddle.co/Weston,_Ohio', 'https://censusreporter.org/profiles/16000US3983972-weston-oh/']}","According to the United States Census Bureau, what is the total area of Weston, Ohio, in square miles?",1.13
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/T%C3%A1mesis_(Antioquia)', 'https://www.tamesis-antioquia.gov.co/municipio/historia', 'https://es.wikipedia.org/wiki/T%C3%A1mesis_(Antioquia)', 'https://www.puebliandoporantioquia.com.co/subregion-suroeste-municipio-tamesis/']}","What year was the municipality of Támesis, Antioquia, Colombia, founded?",1858
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/Nuwakot_District', 'https://en.wikipedia.org/wiki/Nuwakot_District#:~:text=The%20district%20accordingly%20has%20nine,%22City%20of%20nine%20hills%22.', 'https://nepaltraveller.com/sidetrack/nuwakot-the-city-of-nine-hills', 'https://en.wikipedia.org/wiki/Nuwakot,_Bagmati_Province']}","Which city in Nepal is known as the ""City of Nine Hills?""",Nuwakot
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Kunming_Metro', 'https://en.wikipedia.org/wiki/Line_5_(Kunming_Metro)', 'https://global.yometro.com/track-kunming-metro-line-5']}","What month, day, and year did Kunming Metro Line 5 start running?","June 29th, 2022"
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Szentes', 'https://en.wikipedia.org/wiki/Szentes', 'https://www.wikiwand.com/en/Szentes']}","As of the latest official population estimate in 2015 for the town of Szentes in southeastern Hungary, what is the population density in square kilometers?",79/km2 
"{'topic': 'Geography', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/La_Uvita', ' https://www.familysearch.org/en/wiki/La_Uvita,_Norte,_Boyac%C3%A1,_Colombia_Genealogy', 'https://www.wikiwand.com/en/La_Uvita', 'https://www.crwflags.com/fotw/flags/co-boylu.html']}","Who founded the municipality of La Uvita, Boyacá, Colombia?",Vicente Ferrer del Río de Loza
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/History_of_Kazakhstan#:~:text=Soviet%20Union%20(1920%E2%80%931991),-Main%20articles%3A%20Kazakh&text=The%20Kirghiz%20Autonomous%20Socialist%20Soviet,Kyrgyz%20by%20the%20Soviet%20government.', 'https://en.wikipedia.org/wiki/Kazakh_Soviet_Socialist_Republic#:~:text=Ukakbai%20Zeldirbayuly%20K.&text=At%202%2C717%2C300%20square%20kilometres%20(1%2C049%2C200,the%20Kazakh%20SSR%20(QKP).', 'https://en.wikipedia.org/wiki/Republics_of_the_Soviet_Union', 'https://nationalinterest.org/blog/buzz/kazakhstan-not-russia-was-last-republic-leave-ussr-195400']}",Which was the second largest republic in the Soviet Union?,Kazakh Soviet Socialist Republic
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Vickerman_Hill', 'https://en.wikipedia.org/wiki/Vickerman_Hill', 'https://www.mountainzone.com/mountains/new-york/herkimer-ny/summits/vickerman-hill/', 'https://trailsnh.com/weather/n/357594518/Vickerman-Hill-NY-Summit-Forecast']}",What is the height of Vickerman Hill in New York in feet?,"1,142 feet"
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Patiala_and_East_Punjab_States_Union', 'https://en.wikipedia.org/wiki/Patiala_and_East_Punjab_States_Union#:~:text=The%20Patiala%20and%20East%20Punjab,area%20of%2026%2C208%20km2.', 'https://brainly.in/question/28288058', 'https://www.wikiwand.com/en/Patiala_and_East_Punjab_States_Union']}","What was the total area in square kilometers of Patiala and East Punjab States Union (PEPSU), a state of India uniting eight princely states between 1948 and 1956?","26,208"
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/Pehr_Löfling', 'https://en.wikipedia.org/wiki/Pehr_L%C3%B6fling#:~:text=He%20died%20in%20a%20remote,Linn%C3%A6us%20believed%20the%20loss%20irreparable.', 'https://pehrlofling.wordpress.com/english/final-report/#:~:text=Map%20of%20a,detail%3B%20%C2%A9%20RJB%2DCSIC.)', 'https://www.lunduniversity.lu.se/lup/publication/9758f3f9-bfec-456c-af5c-ad0a7794465d#:~:text=February%2022%2C%201756,suffered%20from%20malaria.']}",On the banks of which river in Venezuela was the mission where botanist Pehr Löfling spent his final hours?,Caroní
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Chitwan_District', 'https://en.wikipedia.org/wiki/Chitwan_District', 'https://dbpedia.org/page/Chitwan_District', 'https://nepaltourismhub.com/listing/chitwan/']}","As of 2011, what was the male population of Chitwan District?","279,087"
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://byjus.com/question-answer/which-is-the-largest-saltwater-lake-in-india/', 'https://www.tripadvisor.in/ShowUserReviews-g503703-d2439612-r192313895-Chilika_Lake-Puri_Puri_District_Odisha.html', 'https://www.holidify.com/collections/salt-water-lakes-in-india', 'https://www.veenaworld.com/blog/chilika-lake-odisha']}",Which is the largest saltwater lake in India?,Chilika Lake
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/List_of_Regional_Transport_Office_districts_in_India#MZ%E2%80%94Mizoram', 'https://www.acko.com/rto/mizoram/kolasib/', 'https://www.policybazaar.com/rto/mizoram/kolasib/', 'https://www.cars24.com/rto-vehicle-registration-details-mizoram-mz-05/']}","What is the Regional Transport Office (RTO) code for the Kolasib location in Mizoram, India?",MZ-05
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/San_Jos%C3%A9_de_la_Monta%C3%B1a', 'https://www.familysearch.org/en/wiki/San_Jos%C3%A9_de_la_Monta%C3%B1a,_Norte,_Antioquia,_Colombia_Genealogy']}","What year was the municipality of San José de la Montaña, Antioquia, Colombia, founded?",1916
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/Capel,_Western_Australia', 'https://en.wikipedia.org/wiki/Capel,_Western_Australia#:~:text=Forrest-,Capel,-is%20a%20town', 'https://www.australiassouthwest.com/destinations/capel/#:~:text=Capel%20is%20just%20two%20hours%20and%2020%20minutes%20south%20of%20Perth']}","What town in the Southwest region of Western Australia, located 212 kilometers south of Perth and midway between Bunbury and Busselt, was originally inhabited by the Wardandi Noongar people?",Capel
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Guatap%C3%A9', 'https://en.wikipedia.org/wiki/Guatap%C3%A9', 'https://www.municipiodeguatape.gov.co/publicaciones/171/historia-de-mi-ciudad/', 'https://www.puebliandoporantioquia.com.co/subregion-oriente/municipio-guatape/']}","What year was the municipality of Guatapé, Antioquia, Colombia, founded?",1811
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/Donmat%C3%ADas', 'https://www.familysearch.org/en/wiki/Donmat%C3%ADas,_Norte,_Antioquia,_Colombia_Genealogy#:~:text=The%20municipality%20of%20Donmat%C3%ADas%20was,population%20of%20approximately%2022%2C000%20people.', 'https://es.wikipedia.org/wiki/Donmat%C3%ADas']}","What year was the municipality of Donmatías, Antioquia, Colombia, founded?",1787
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://www.stuff.co.nz/national/politics/local-democracy-reporting/300462505/outstanding-new-hot-pool-complex-opens-in-midcanterbury', 'https://www.rnz.co.nz/news/ldr/479547/thermal-pool-complex-opuke-celebrates-a-challenging-but-successful-first-year#:~:text=The%20%2415%20million%20facility%20was%20originally%20slated%20to%20open%20at%20the%20end%20of%202020%2C%20but%20Covid%2D19%2Drelated%20delays%20and%20supply%20chain%20issues%20meant%20that%20was%20pushed%20back%20until%20November%202021.', 'https://www.stuff.co.nz/national/politics/local-democracy-reporting/300462505/outstanding-new-hot-pool-complex-opens-in-midcanterbury', 'https://www.growregions.govt.nz/regions/in-your-region/canterbury/opuke-thermal-pools-and-spa/']}","What month and year were the Opuke Thermal Pools & Spa opened in Methven, New Zealand?",November 2021
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Jenesano', 'https://en.wikipedia.org/wiki/Jenesano', 'https://www.jenesano-boyaca.gov.co/municipio/nuestro-municipio', 'https://www.familysearch.org/es/wiki/Jenesano,_M%C3%A1rquez,_Boyac%C3%A1,_Colombia_-_Genealog%C3%ADa']}","What year was the municipality of Jenesano, Boyacá, Colombia, founded?",1828
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Persina_Nature_Park', 'https://persina.bg/the-park', 'https://thebridgesoftime.com/?ait-item=persina-nature-park&lang=en', 'https://en.wikipedia.org/wiki/Persina_Nature_Park']}","The Persina Nature Park in Bulgaria was originally established on what day, month, and year?","December 4, 2000."
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Mira_Sintra-Mele%C3%A7as_railway_station', 'https://en.wikipedia.org/wiki/Mira_Sintra-Mele%C3%A7as_railway_station', 'https://www.dn.pt/arquivo/2004/interior/estacao-de-melecas-e-inaugurada-hoje-591035.html/']}","On what day, month, and year did Mira Sintra-Meleças railway station open for revenue service?",29 November 2004
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Tipacoque', 'https://www.tipacoque-boyaca.gov.co/municipio/informacion-general', 'https://es.wikipedia.org/wiki/Tipacoque#Fundaci%C3%B3n', 'http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=1746553']}","What day, month, and year was the municipality of Tipacoque, Boyacá, Colombia, created?","November 28th, 1968"
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://www.worldatlas.com/articles/biggest-islands-in-indonesia.html\nhttps://timesofindia.indiatimes.com/travel/destinations/a-look-at-10-largest-island-nations-in-the-world/photostory/101151868.cms?picid=101152215', 'https://www.worldatlas.com/geography/10-largest-islands-countries-in-the-world.html#:~:text=Papua%20New%20Guinea%20%2D%20462%2C840%20km2%20(178%2C704%20miles2)&text=Papua%20New%20Guinea%20is%20an,island%2C%20occupying%20785%2C753%20km2.', 'https://www.easemytrip.com/blog/largest-islands-in-the-world', 'https://en.wikipedia.org/wiki/New_Guinea']}",What is the second-largest island in the world that is part of Indonesia?,New Guinea
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/Santa_Rosa_de_Osos', 'https://en.wikipedia.org/wiki/Santa_Rosa_de_Osos', 'https://www.santarosadeosos-antioquia.gov.co/MiMunicipio/Paginas/Pasado-Presente-y-Futuro.aspx', 'https://www.puebliandoporantioquia.com.co/subregion-norte/municipio-santa-rosa-de-osos/']}","What year was the municipality of Santa Rosa de Osos, Antioquia, Colombia, founded?",1636
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/Chiscas', 'https://www.chiscas-boyaca.gov.co/municipio/nuestro-municipio', 'https://es.wikipedia.org/wiki/Chiscas', 'https://www.colombiaturismoweb.com/DEPARTAMENTOS/BOYACA/MUNICIPIOS/CHISCAS/CHISCAS.htm']}","What year was the municipality of Chiscas, Boyacá, Colombia, founded?",1777
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://dcmsme.gov.in/old/dips/Final%20DPS%20of%20Pulwama.pdf', 'https://www.india.com/travel/articles/pulwama-what-to-experience-in-the-rice-bowl-of-kashmir-3702029/', 'https://dcmsme.gov.in/old/dips/Final%20DPS%20of%20Pulwama.pdf']}",Which city is known as the Rice Bowl of Kashmir?,Pulwama
"{'topic': 'Geography', 'answer_type': 'Place', 'urls': ['https://archives.nypl.org/scl/186423', 'https://en.wikipedia.org/wiki/Sydenham_Hospital', 'https://aaregistry.org/story/sydenham-hospital-opens/', 'https://www.archives.nyc/blog/2020/3/27/the-occupation-of-sydenham-hospital']}",What were the names of the two streets at the intersection where the Sydenham Hospital in New York was originally located?,124th Street and Manhattan Avenue
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://www.flagcolorcodes.com/zambia', 'https://en.wikipedia.org/wiki/Flag_of_Zambia#:~:text=48%2C%20100%2C%206-,Symbolism,mineral%20wealth%20(primarily%20copper).', 'https://www.africa.upenn.edu/Country_Specific/Zamflag.html#:~:text=Its%20basic%20color%20is%20green,and%20green%2C%20the%20natural%20resources.', 'https://www.zambiaembassy.org/page/the-flag-of-zambia']}",How many colors does the Zambian flag have?,"Four - Green, Red, Black, Orange."
"{'topic': 'Geography', 'answer_type': 'Date', 'urls': ['https://es.wikipedia.org/wiki/Vegach%C3%AD', 'https://es.wikipedia.org/wiki/Vegach%C3%AD', 'https://infolocal.comfenalcoantioquia.com/index.php/vegachi', 'https://www.puebliandoporantioquia.com.co/subregion-nordeste/municipio-vegachi/']}","In which year was the municipality of Vegachí, Antioquia, Colombia, founded?",1950
"{'topic': 'Geography', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/List_of_bridges_in_Srinagar', 'https://namratawakhloo.medium.com/bridges-of-srinagar-52c858376c7c#:~:text=A%20bridge%20in%20Kashmiri%20is%20called%20Kadal.', 'https://en.wikipedia.org/wiki/Safa_Kadal#:~:text=The%20word%20kadal%20means%20bridge,reign%20of%20Mughal%20emperor%20Aurangzeb.', 'https://en.wikipedia.org/wiki/List_of_bridges_in_Srinagar']}",What is a bridge called in Kashmiri?,Kadal
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Fort_Oglethorpe,_Georgia', 'https://data.census.gov/profile/Fort_Oglethorpe_city,_Georgia?g=160XX00US1330956', 'https://data.census.gov/all?q=Fort%20Oglethorpe%20city,%20Georgia', 'https://data.census.gov/table/DECENNIALPL2020.P1?q=Fort%20Oglethorpe%20city,%20Georgia']}","As of the 2020 census, what was the population of the city of Fort Oglethorpe, which is in the U.S. state of Georgia?","10,423"
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://wikiroulette.co/?p=Seneca_Township,_Michigan', 'https://data.census.gov/profile/Seneca_township,_Lenawee_County,_Michigan?g=060XX00US2609172440', 'https://data.census.gov/all?q=Seneca%20township,%20Lenawee%20County,%20Michigan', 'https://data.census.gov/table/DECENNIALPL2020.P1?q=Seneca%20township,%20Lenawee%20County,%20Michigan']}","In the 2020 census, what was the population of Seneca Township in Lenawee County?","1,155"
"{'topic': 'Geography', 'answer_type': 'Number', 'urls': ['https://www.globalnature.org/en/living-lakes/asia/wular-lake#:~:text=Its%20maximum%20depth%20is%2014,absorption%20basin%20for%20annual%20floodwater.', 'https://www.globalnature.org/en/living-lakes/asia/wular-lake#:~:text=Background%20Wular%20Lake&text=The%20lake%20lies%20at%20an,a%20breadth%20of%2010%20km.', 'https://www.jagranjosh.com/general-knowledge/lake-wular-lake-1346826095-1', 'https://en.wikipedia.org/wiki/Wular_Lake']}","What is the depth of Wular Lake in meters, located in Jammu & Kashmir?",14
"{'topic': 'Geography', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Singapore#Geography', 'https://www.singstat.gov.sg/-/media/files/visualising_data/infographics/c2020/c2020-religion.pdf']}",Which religion is the third largest among Singaporean residents based on the 2020 census?,Islam
