"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://www.uefa.com/uefachampionsleague/match/84072--barcelona-vs-milan/', 'https://www.uefa.com/uefachampionsleague/match/84072--barcelona-vs-milan/', 'https://www.espn.co.uk/football/match/_/gameId/196034/ac-milan-barcelona', 'https://www.flashscore.com/match/nDXw3NyS/#/match-summary/match-statistics/03']}","How many corners did Barcelona take in the Champions League semi-final match between Barcelona and Milan on April 27, 2006?",3
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Outlaw_Run', 'https://en.wikipedia.org/wiki/Outlaw_Run', 'https://rollercoaster.fandom.com/wiki/Outlaw_Run', 'https://rcdb.com/10582.htm']}","What were the day, month, and year the first wooden roller coaster manufactured by Rocky Mountain Construction officially opened?","March 15, 2013"
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Adolf_Anderssen', 'https://en.wikipedia.org/wiki/Adolf_Anderssen', 'https://en.wikipedia.org/wiki/Berthold_Suhle', 'https://www.sources.com/SSR/Docs/SSRW-Anderssen_Adolf.htm']}",How many losses did Adolf Anderssen have in his 1864 chess match against Berthold Suhle?,3
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Robin_Roberts_(newscaster)', 'https://en.wikipedia.org/wiki/Robin_Roberts_(newscaster)#:~:text=On%20February%205%2C%202011%2C%20Southeastern%20hosted%20a%20ceremony%20to%20retire%20Roberts%27%20jersey%2C%20number%2021.%5B', 'https://lionsports.net/news/2011/2/3/WBB_0203112103', 'https://www.blackcelebritybirthdays.org/Robin-Renee-Roberts']}","What month, day, and year did Southeastern Louisiana University retire Robin Roberts' jersey?",5 February 2011
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Briana_Scurry', 'https://www.brainandlife.org/articles/olympic-soccer-goalie-briana-scurry-brain-injury', 'https://kids.kiddle.co/Briana_Scurry', 'https://en.wikipedia.org/wiki/Briana_Scurry']}","What month, day, and year did Briana Scurry marry Chryssa Zizos?",1 June 2018
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Cl%C3%A9o_Hamon', 'https://en.wikipedia.org/wiki/Cl%C3%A9o_Hamon#:~:text=Cl%C3%A9o%20Hamon%20was%20born%20on,%2Den%2DParisis%2C%20France.', 'https://www.wikidata.org/wiki/Q56379533', 'https://www.wikiwand.com/en/Cl%C3%A9o_Hamon']}","On what day, month, and year was Cléo Hamon, a French pair skater, born?","November 25, 2001"
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/2022_Rugby_Europe_Championship#Fixtures', 'https://www.rugbyeurope.eu/competitions/rugby-europe-championship-2022/georgia-v-portugal', 'https://en.wikipedia.org/wiki/2022_Rugby_Europe_Championship#:~:text=6%20February%202022,(France)', 'https://www.world.rugby/tournaments/videos/686686/georgie-portugal-rugby-europe-championship-2022']}","Who was the referee in the rugby match between Georgia and Portugal that was part of the 2022 Rugby Europe Championship on February 6, 2022?",Romain Poite
"{'topic': 'Sports', 'answer_type': 'Place', 'urls': ['https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_d%27Escrime', 'https://en.wikipedia.org/wiki/F%C3%A9d%C3%A9ration_Internationale_d%27Escrime#', 'https://www.detailedpedia.com/wiki-F%C3%A9d%C3%A9ration_Internationale_d%27Escrime#google_vignette']}",In what building was the meeting that founded the Fédération Internationale d'Escrime held?,The Automobile Club de France
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://www.britannica.com/story/how-fast-is-the-worlds-fastest-human', 'https://www.britannica.com/story/how-fast-is-the-worlds-fastest-human', 'https://www.performancelabofcalifornia.com/usain-bolt/', 'https://www.essentiallysports.com/olympics-news-how-many-mph-can-olympics-legend-usain-bolt-run/']}",What was the nationality of the scientists who used lasers to measure Usain Bolt’s performance in the different stages of a 100-meter race held in September 2011?,Belgian
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://wikiroulette.co/?p=Matija_Radovi%C4%87', 'https://gohofstra.com/sports/mens-basketball/roster/matija-radovic/6070#:~:text=At%20Hofstra%3A,Played%20in%2025%20games...', 'https://en.wikipedia.org/wiki/Matija_Radovi%C4%87', 'https://www.foxsports.com/college-basketball/matija-radovic-player-stats?category=scoring&seasonType=reg']}",In how many games did Matija Radović appear for the Hofstra Pride during the 2017-18 season?,25
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/1981_European_Fencing_Championships', '""https://en.wikipedia.org/wiki/1981_European_Fencing_Championships""', 'https://fencing.ophardt.online/en/search/results/10920', 'https://olympics.com/en/athletes/andrea-borella']}",Who won the gold medal in men's foil at the first European Fencing Championships?,Andrea Borella
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Rugged_Lark', 'https://en.wikipedia.org/wiki/Rugged_Lark', 'https://www.aqha.com/-/rugged-la-1', 'https://thehorse.com/15820/rugged-lark-euthanatized/']}",In which two years did Rugged Lark win the AQHA World Show Superhorse title?,1985 and 1987
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://m.cricbuzz.com/live-cricket-scorecard/22509/mi-vs-csk-final-indian-premier-league-2019', 'https://www.espncricinfo.com/series/ipl-2019-1165643/chennai-super-kings-vs-mumbai-indians-final-1181768/full-scorecard', 'https://www.cricbuzz.com/live-cricket-scorecard/22509/mi-vs-csk-final-indian-premier-league-2019', 'https://en.wikipedia.org/wiki/2019_Indian_Premier_League_final']}","How many balls did Dwayne Bravo play in the Indian Premier League 2019 final match between CSK and MI on May 12, 2019?",15
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/Mike_Young_(basketball)', 'https://hokiesports.com/sports/mens-basketball/roster/season/2024-25/staff/mike-young', 'https://hof.ehc.edu/members/mike-young/', 'https://en.wikipedia.org/wiki/Mike_Young_(basketball)']}",What coach was Mike Young an assistant to at Radford University?,Oliver Purnell
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Kristin_Otto', 'https://en.wikipedia.org/wiki/Kristin_Otto#:~:text=Otto%20returned%20to%20competitive%20swimming%20at%20the%201986%20World%20Championships%20in%20Madrid%2C%20where%20she%20won%204%20gold%20medals%20(100%C2%A0m%20freestyle%2C%20200%C2%A0m%20individual%20medley%2C%204%C3%97100%C2%A0m%20medley%20relay%20and%204%C3%97100%C2%A0m%20freestyle%20relay)%20and%202%20silver%20medals', 'https://www.britannica.com/biography/Kristin-Otto#:~:text=she%20returned%20to%20compete%20at%20the%201986%20world%20championships%20in%20Madrid%2C%20winning%20four%20gold%20and%20two%20silver%20medals.', 'https://www.olympedia.org/athletes/47512#:~:text=Listed%20in%20Olympians%20Who%20Won%20a%20Medal%20at%20the%20World,medley%20relay%2C%20silver%3A%2050%20m%20freestyle%20and%20100%20m%20butterfly)']}",How many silver medals did Kristin Otto win at the 1986 World Championships in Madrid?,2 silver medals
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://www.uefa.com/uefachampionsleague/match/84101--barcelona-vs-arsenal/', 'https://en.wikipedia.org/wiki/2006_UEFA_Champions_League_final', 'https://www.uefa.com/uefachampionsleague/match/84101--barcelona-vs-arsenal/', 'https://www.11v11.com/matches/arsenal-v-barcelona-17-may-2006-272917/']}","How many fouls did Barcelona commit in the Champions League Final match between Barcelona and Arsenal on May 18, 2006?",20
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Zippo_Pine_Bar', 'https://en.wikipedia.org/wiki/Zippo_Pine_Bar#:~:text=He%20was%20the%201972%20AQHA,Bit%20Association%20Hall%20of%20Fame.', 'http://www.barnmice.com/profiles/blogs/zippo-pine-bar-a-quarter-horse-history', 'https://www.aceofclubsquarterhorses.com/horses_d.asp?HiD=2541&id=refs']}",Into which Hall of Fame was Zippo Pine Bar inducted in 1992?,National Snaffle Bit Association
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Jackson_Asiku', 'https://en.wikipedia.org/wiki/Jackson_Asiku', 'https://dbpedia.org/page/Jackson_Asiku', 'https://www.olympedia.org/athletes/90033']}","What day, month, and year was Jackson Asiku, the Ugandan-Australian amateur flyweight and professional feather/super featherweight boxer, born?",21 October 1978
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://m.cricbuzz.com/live-cricket-scorecard/22509/mi-vs-csk-final-indian-premier-league-2019', 'https://sportstar.thehindu.com/cricket/ipl/ipl-news/ipl-final-2019-mi-v-csk-mumbai-indians-chennai-super-kings-ms-dhoni-run-out-shane-watson-jasprit-bumrah-ishan-kishan-rohit-sharma-scorecard-live-streaming/article27110112.ece', 'https://www.hindustantimes.com/cricket/ipl-final-mi-vs-csk-ms-dhoni-run-out-drama-puts-match-in-balance/story-DHsOqBQ6253LjfWT7zLJZK.html', 'https://www.espncricinfo.com/series/ipl-2019-1165643/chennai-super-kings-vs-mumbai-indians-final-1181768/live-cricket-score']}","Who was the 3rd umpire in the Indian Premier League 2019 final match between CSK and MI on May 12, 2019?",Nigel Llong
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Coppa_Italia_Serie_C', 'https://www.rsssf.org/tablesi/italcup2hist.html', 'https://www.fc-suedtirol.com/it/news/vicenza-tanti-capitoli-nella-storia-del-calcio/24-774.html', 'https://en.wikipedia.org/wiki/Coppa_Italia_Serie_C']}",Which team won the Coppa Italia Serie C in the 1981-82 season?,Vicenza.
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://www.saturdayeveningpost.com/2013/03/curtis-publishing-butts/', ""https://www.oyez.org/cases/1966/37#:~:text=Curtis%20Publishing%20Co.,football%20game%20in%20Alabama's%20favor."", 'https://en.wikipedia.org/wiki/The_Saturday_Evening_Post', 'https://en.wikipedia.org/wiki/Curtis_Publishing_Co._v._Butts']}","What two football teams were mentioned in the libel case against ""The Saturday Evening Post"" in 1963?",University of Georgia and University of Alabama
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Andrew_Tate', 'https://en.wikipedia.org/wiki/Andrew_Tate#:~:text=In%20November%202008%2C%20he%20was,Sport%20Kickboxing%20Association%20(ISKA).', 'https://www.sportskeeda.com/mma/news-what-andrew-tate-s-kickboxing-record-take-look-internet-superstar-s-combat-sports-history', 'https://www.therealworldportal.com/about-andrew-tate']}","In November 2008, which organization ranked Andrew Tate the seventh-best light heavyweight kickboxer in the United Kingdom?",International Sport Kickboxing Association (ISKA)
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Joeri_Verlinden', 'https://en.wikipedia.org/wiki/Joeri_Verlinden', 'https://www.olympedia.org/athletes/125724', 'https://www.eurosport.com/swimming/joeri-verlinden_prs216871/person.shtml']}","On what day, month, and year was Joeri Verlinden born?",22 January 1988
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://www.uefa.com/uefachampionsleague/match/2000488--bayern-vs-inter/', 'https://en.wikipedia.org/wiki/2010_UEFA_Champions_League_final', 'https://www.uefa.com/uefachampionsleague/match/2000488--bayern-vs-inter/', 'https://www.espn.co.uk/football/match/_/gameId/292088/internazionale-bayern-munich']}","How many shots did Inter attempt on target in the Champions League Final match between Bayern and Inter on May 23, 2010?",7
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Ultimate_Kho_Kho', 'https://en.wikipedia.org/wiki/2022_Ultimate_Kho_Kho#:~:text=There%20were%20six%20teams%20playing,and%20the%20Indian%20Super%20League.', 'https://www.cnbctv18.com/sports/ultimate-kho-khos-success-is-down-to-the-leagues-adaptability-and-accessibility-says-league-commissioner-and-ceo-tenzing-niyogi-18640771.htm', 'https://www.livemint.com/sports/news/ultimate-kho-kho-s1-claims-total-reach-of-41-million-viewers-from-india-11673930091871.html']}",How many million viewers of the inaugural season of Ultimate Kho Kho (UKK) were from India?,41 million
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Mario-Rafael_Ionian', 'https://en.wikipedia.org/wiki/Mario-Rafael_Ionian', 'https://www.eurosport.com/figure-skating/mario-rafael-ionian_prs231685/person.shtml', 'https://alchetron.com/Mario-Rafael-Ionian']}","What was the day, month, and year when Mario-Rafael Ionian, an Austrian former competitive figure skater, was born?",14 October 1990.
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://www.espncricinfo.com/series/icc-world-twenty20-2012-13-531597/sri-lanka-vs-west-indies-final-533298/full-scorecard', 'https://en.wikipedia.org/wiki/2012_ICC_World_Twenty20_final#:~:text=Match%20officials,-The%20on%2Dfield&text=Jeff%20Crowe%20was%20the%20match%20referee.']}","In the match between Sri Lanka and West Indies, Final at Colombo, Oct 07, 2012, who was the match referee?",Jeff Crowe 
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/1996_African_Cup_of_Nations', 'https://en.wikipedia.org/wiki/1996_African_Cup_of_Nations', 'https://www.transfermarkt.com/spiel/index/spielbericht/3359432', 'https://www.national-football-teams.com/matches/tournament/2/1996/2181/African_Nations_Cup.html']}","On which day, month, and year did Egypt play against Angola in Group A of the 1996 African Cup of Nations?",15 January 1996
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Idrottsf%C3%B6reningen_Kamraterna#', 'https://en.wikipedia.org/wiki/Idrottsf%C3%B6reningen_Kamraterna#:~:text=IFK%20was%20founded%20in%20Stockholm,or%20other%20larger%20associations%20existed.', 'https://www.ifkcs.org/historik/historik.php']}","When, where, and by whom was IFK founded?","1 February 1895, Stockholm by Louis Zettersten and Pehr Ehnemark"
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['http://www.biographi.ca/en/bio/hamm_albert_12E.html', 'http://www.biographi.ca/en/bio/hamm_albert_12E.html', 'https://de.wikipedia.org/wiki/Albert_Hamm']}",What was the date (day/month/year) of the professional rower Albert Hamm's (1860-1891) first professional race?,"August 1st, 1880"
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://www.jktyremotorsport.com/karting#:~:text=The%20JK%20Tyre%20National%20Karting,a%20karting%20series%20in%202000.', 'https://jktyremotorsport.com/karting#:~:text=Once%20karting%20was%20established%2C%20JK,National%20Rotax%20Max%20Karting%20Championship.', 'https://www.indiatoday.in/sports/other-sports/story/jk-tyre-go-karting-championship-dummys-guide-343097-2016-09-25']}",On what year was the JK Tyre Rotax Max Karting Championship launched in India?,2005
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/2021%E2%80%9322_Premier_League#Awards', 'https://en.wikipedia.org/wiki/Premier_League_Manager_of_the_Month', 'https://www.mancity.com/news/mens/pep-guardiola-premier-league-manager-of-the-month-december-63777747', 'https://www.premierleague.com/news/2444570']}",Which two months did Pep Guardiola win the Manager of the Month award in the 2021-22 Premier League season?,November and December 2021
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Javier_Zanetti', 'https://en.wikipedia.org/wiki/Javier_Zanetti', 'https://inter-vincere.blogspot.com/2011/06/its-all-about-javier-zanetti.html', 'https://www.myheritage.com/research/record-10182-34543/javier-zanetti-in-biographical-summaries-of-notable-people']}","On what day, month, and year was Javier Zanetti's first daughter born?",11 June 2005
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/2004_American_League_Championship_Series', 'https://en.wikipedia.org/wiki/2004_American_League_Championship_Series', 'https://www.espn.com/mlb/playbyplay/_/gameId/241013110', 'https://www.boston.com/sports/untagged/2014/10/15/retro_recap_2004_alcs_game_2_pedro_martinez_loses_then_tells/']}","In Game 2 of the '04 ALCS, who singled to lead off the 8th inning?",Trot Nixon
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://www.seikowatches.com/us-en/special/heritage/', 'https://www.grand-seiko.com/benelux-en/special/10stories/vol9/1', 'https://www.europastar.com/the-watch-files/watchmaking-in-japan/1004089786-sports-timekeeping.html', 'https://www.seiko.co.jp/en/sports_music/sports/history/']}",In which year of the Olympics did Grand Seiko become the Official Timer?,1964
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/Fencing_at_the_1964_Summer_Olympics', 'https://www.olympedia.org/editions/16/sports/FEN', 'https://en.wikipedia.org/wiki/Hungary_at_the_1964_Summer_Olympics', 'https://www.olympedia.org/countries/HUN/editions/16']}",How many gold medals in fencing did Hungary win during the 1964 Summer Olympics?,4
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/2004_American_League_Championship_Series', 'https://en.wikipedia.org/wiki/2004_American_League_Championship_Series', 'https://sabr.org/gamesproj/game/october-20-2004-hell-freezes-over-red-sox-complete-historic-alcs-comeback-over-yankees-in-game-7/', 'https://www.espn.com.au/mlb/playbyplay/_/gameId/241020110']}","In Game 7 of the '04 ALCS, who did Pedro Martinez give up a leadoff double to?",Hideki Matsui
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://m.cricbuzz.com/live-cricket-scorecard/22508/csk-vs-dc-qualifier-2-indian-premier-league-2019', 'https://www.cricbuzz.com/live-cricket-scorecard/22508/csk-vs-dc-qualifier-2-indian-premier-league-2019\n', 'https://www.espncricinfo.com/series/ipl-2019-1165643/chennai-super-kings-vs-delhi-capitals-qualifier-2-1181767/full-scorecard']}","What was the economy rate of S. N. Thakur per over in the match between CSK and DC in IPL 2019 that happened on May 10, 2019?",13.00	
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Kho_Kho_Federation_of_England#:~:text=KKFE%20held%20the%20first%20National,Kho%20Team%20were%20crowned%20champions.', 'https://en.wikipedia.org/wiki/Kho_Kho_Federation_of_England#:~:text=KKFE%20held%20the%20first%20National,Kho%20Team%20were%20crowned%20champions.', 'https://khokho.co.uk/1st-national-kho-kho-championship-by-bhavishya-patel/', 'https://www.facebook.com/hssuk/posts/well-done-team-pratapshakha-finchley-hssuk-khokho/970636092983327/']}",Who won the first National Kho Kho Championship in England in 2015?,The Finchley Shakha Kho Kho Team
"{'topic': 'Sports', 'answer_type': 'Person', 'urls': ['https://en.wikipedia.org/wiki/2004_American_League_Championship_Series', 'https://lastwordonsports.com/baseball/2020/07/21/2004-alcs-game-five-boston-red-sox-vs-new-york-yankees/', 'https://sabr.org/gamesproj/game/october-18-2004-david-ortizs-walk-off-single-in-14th-lifts-red-sox-in-game-5/', 'https://www.bostonglobe.com/sports/2004/10/19/david-ortiz-hero-again-red-sox-beat-yankees/7YkGHE6nPbrlwKE1qTkFuN/story.html']}",Who started Game 5 of the '04 ALCS for the Red Sox?,Pedro Martinez
"{'topic': 'Sports', 'answer_type': 'Date', 'urls': ['https://en.wikipedia.org/wiki/Adrian_Pettigrew', 'https://en.wikipedia.org/wiki/Adrian_Pettigrew', 'https://dbpedia.org/page/Adrian_Pettigrew', 'http://thechels.info/wiki/Adrian_Pettigrew']}","What was the day, month, and year when Adrian Robert James Pettigrew, an English former professional footballer, was born?",12 November 1986
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Hessian_Cup', 'https://en.wikipedia.org/wiki/Hessian_Cup', 'https://betsapi.com/t/16016/Eintracht-Frankfurt', 'https://thelexicon.org.uk/the-rise-of-eintracht-frankfurt/']}",Which football club won the inaugural Hessenpokal?,Eintracht Frankfurt
"{'topic': 'Sports', 'answer_type': 'Number', 'urls': ['https://en.wikipedia.org/wiki/2021%E2%80%9322_Liverpool_F.C._season#Goals', 'https://www.transfermarkt.com/diogo-jota/leistungsdaten/spieler/340950/saison/2021/wettbewerb/GB1', 'https://www.flashscore.co.uk/player/diogo-jota/lr5I22zF/', 'https://en.as.com/resultados/ficha/deportista/diogo_jota/25856/']}",How many goals did Diogo Jota score for Liverpool in the 2021-2022 EFL Cup?,3
"{'topic': 'Sports', 'answer_type': 'Place', 'urls': ['https://wikiroulette.co/?p=Leonard_Perry', 'https://pacifictigers.com/sports/mens-basketball/roster/coaches/leonard-perry/745', 'https://www.standard.net/sports/weber-state/2024/jun/18/weber-state-hires-veteran-coach-leonard-perry-to-mens-basketball-staff/', 'https://weberstatesports.com/news/2024/6/21/mens-basketball-leonard-perry-named-mens-basketball-assistant-coach']}","Where is Leonard Perry Jr., the college basketball coach, originally from?","Dallas, Texas"
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://newbalance.newsmarket.com/archive/new-balance-signs-record-deal-and-long-term-sponsorship-of-liverpool-football-club/s/03e3fbc2-9c43-4997-a700-298175de336d', 'https://en.wikipedia.org/wiki/New_Balance#:~:text=The%20company%20had%20started%20its%20soccer%20business%20through%20its%20subsidiary%20Warrior%20Sports%20in%202012%2C%20punctuated%20by%20a%20%2440%2Dmillion%2Da%2Dyear%20sponsorship%20deal%20with%20Liverpool%20F.C.%2C%20but%20made%20the%20move%20to%20rebrand%20based%20on%20the%20global%20reach%20of%20the%20parent%20brand.']}",What soccer team was the first to be sponsored by the brand New Balance in England?,Liverpool F.C.
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://en.wikipedia.org/wiki/Sabre_(fencing)', 'https://en.wikipedia.org/wiki/Sabre_(fencing)', 'https://olympics.com/en/news/the-sabre-the-only-weapon-to-have-been-at-every-games-since-1896']}",Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,Sabre
"{'topic': 'Sports', 'answer_type': 'Other', 'urls': ['https://www.worldhistory.org/Olympic_Games/#google_vignette', 'https://en.wikipedia.org/wiki/Phanas_of_Pellene#:~:text=Phanas%20of%20Pellene%20was%20an,in%20full%20armour%20(Hoplitodromos).']}","What two other events did Phanas of Pellene manage to win in the Olympics of 521 BCE, besides the race in armor, also known as the hoplitodromos?","The stadion, and the double race (Diaulos)."
"{'topic': 'Sports', 'answer_type': 'Place', 'urls': ['https://www.usef.org/media/press-releases/117_us-wins-most-equestrian-medals-at--olympic-games', 'https://en.wikipedia.org/wiki/Equestrian_events_at_the_2004_Summer_Olympics', 'https://olympics.fandom.com/wiki/Equestrian_2004', 'https://www.chronofhorse.com/article/us-leads-equestrian-olympic-medal-count/']}",What country won more equestrian medals than any other team at the 2004 Olympic Games in Athens?,United States
